CTRY,MCA,UNLocode,Country/Port Name,Label using special characters,Nat. Stat. Group,Statistical Port,National Code,2024 list: modifications compared to 2023 list,TEN-T network,Port on an island (X: Island; O: Outer region),Sea ,Sea code,NUTS 3 code,2023 list: modifications compared to 2022 list,2022 list: modifications compared to 2021 list,2021 list: modifications compared to 2020 list,2020 list: modifications compared to 2019 list,2019 list: modifications compared to 2018 list,2018 list: modifications compared to 2017 list,2017 list: modifications compared to 2016 list,2016 list: modifications compared to 2015 list,2015 list: modifications compared to 2014 list,2014 list: modifications compared to 2013 list,2013 list: modifications compared to 2012 list,2012 list: modifications compared to 2011 list,2011 list: modifications compared to 2010 list,2010 list: modifications compared to 2009 list,2009 list: modifications compared to 2008 list,2008 list: modifications compared to 2007 list,2007 list: modifications compared to 2006 list,2006 list: modifications compared to 2005 list,2005 list: modifications compared to 2004 Excel list,2004 Excel list: modifications compared to 2004 official list,2004 official list: modifications compared to 2000 official list,2000 official list: modifications compared to 1998 official list,previous changes (partial coverage) and other comments,Coordinates from 2009 list or provided by country,Coordinates UNECE,Coordinates Antwerpen (March 2009),Coordinates GISCO     Longitude    (SIF January 2009),Coordinates GISCO     Latitude    (SIF January 2009),Label in Comm Dec 2008/861,Label in UNECE
NO,NO00,NO740,Offshore installations coast of Helgeland,,,,,,,,North Sea,4,NOZZZ,,,,,,,,,,,,,,,,,,,,2004: New entry,,,NO has numeric codes for offshore instead of NO88P,,,,,,,
NO,NO00,NO750,Offshore installations North Sea,,,,,,,,North Sea,4,NOZZZ,,,,,,,,,,,,,,,,,,,,2004: New entry,,,NO has numeric codes for offshore instead of NO88P,,,,,,,
NO,NO00,NO770,Offshore installations Barents Sea,,,,,,,,North Sea,4,NOZZZ,,,,,,,,,,,,,,,,,,,,2004: New entry,,,NO has numeric codes for offshore instead of NO88P,,,,,,,
NO,NO00,NO790,Other offshore installations,,,,,,,,North Sea,4,NOZZZ,,,,,,,,,,,,,,,,,,,,2004: New entry,,,NO has numeric codes for offshore instead of NO88P,,,,,,,
NO,NO00,NO888,Other - Norway,,,,,,,,North Sea,4,NOZZZ,,,,,,,,,,,,,,,,,,,,2004: Re-introduced,,2000: Deleted,,,,,,,,.NORWAY
NO,NO00,NO88K,Other - Norway (Reported in other datasets by NO),,,X,,,,,North Sea,4,NOZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO00,NO88N,Other - Northern Norway (Reported in A3 by NO),,,X,,,,,North Sea,4,NOZZZ,,,,,2019: New entry as statistial port - Ex NO88A - Other - Norway (Reported in A3 by NO): The code NO88A has been split into the two codes NO88N and NO88S. NO88S+NO88N=NO88A.,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO00,NO88Q,NO - Aggregates extraction areas,,,,,,,,North Sea,4,NOZZZ,,,,,,,,,,,,,,,2009: new (WG April 2008),,,,,,,,,,,,,,,
NO,NO00,NO88R,NO - Ship to ship transfer,,,,,,,,North Sea,4,NOZZZ,,,,,,,,,,,2013: New entry (Decision WG June 2012),,,,,,,,,,,,,,,,,,,
NO,NO00,NO88T,NO - Dropping areas on water’s edge,,,,,,,,North Sea,4,NOZZZ,,,,2020: New entry (Decision WG September 2018),,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO00,NO88S,Other - Southern Norway (Reported in A3 by NO),,,X,,,,,North Sea,4,NOZZZ,,,,,2019: New entry as statistial port - Ex NO88A - Other - Norway (Reported in A3 by NO): The code NO88A has been split into the two codes NO88N and NO88S. NO88S+NO88N=NO88A.,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO00,NOAAV,Alvik,Ålvik,NONHS,,,,,,North Sea,4,NO0A2,,,,,2019: Change of statistical port (previously NO88A),,2017: Previously Ref stat port NO888,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,6025N 00625E,,,,,,
NO,NO00,NOABE,Abelnes,,NOFFD,,,,,,North Sea,4,NO092,,,,,,,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,,5814N 00640E,,,,,
NO,NO00,NOABV,Abelvar,Abelvær,NO88S,,,,,,North Sea,4,NO060,,,,,2019: New entry as non-statistical port - Ex NOFSN - Fosnes,,,,,,,,,,,,,,,,,,,,,,11.17991,64.73160333,,Fosnes
NO,NO00,NOADN,Andenes,,,X,,,,,North Sea,4,NO071,,,,,2019: Become statisitcal port (previously NOADY as stat port),,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,6819N 01608E,,,,,,
NO,NO00,NOAES,Alesund,Ålesund,,X,,,,,North Sea,4,NO0A3,,,,,,,,,,,,,,,,,,,,2004: Re-introduced,,2000: Deleted,,6228.52N 00609.03E,6228N 00609E,6228N 00610E,6.16675658,62.46500196,,Ålesund
NO,NO00,NOAFT,Agnefest,,NOLND,,,,,,North Sea,4,NO092,,,,,2019: Becomes a non-statistical port,,,,2015: New entry as statistical port,,,,,,,,,,,,,,,5874N 00733E,,,,,,
NO,NO00,NOAGK,Agskardet,Ågskardet,NO88N,,,,,,North Sea,4,NO071,,,,,2019: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,,13.47634,66.7201,,
NO,NO00,NOAGO,Agotnes,Ågotnes,NOBGO,,,,,,North Sea,4,,,,,,,,,,,,,,2011: New entry as non-statistical port,,,,,,,,,,,,6024N 00501E,,,,,
NO,NO00,NOAHM,Aheim,Åheim,NO88K,,,,,,North Sea,4,,,,,,,,2017: Previously Ref stat port NO888,,,,,,2011: Re-introduced as non statistical port (Ex NO406),,,,,,,2004: Re-grouped with Vanylen under code NOVAY,,2000: Deleted ,,,6202N 00531E,,,,,
NO,NO00,NOAKM,Aakrehamn,Åkrehamn,NOHAU,,,,,,North Sea,4,,,,,,2019: Change of statistical port (previously NOKAS),,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,5915N 00510E,,,,,,
NO,NO00,NOALE,Alefjar,Ålefjær,NOKRS,,,,,,North Sea,4,NO092,,,,,2019: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,,8.02457,58.23209,,
NO,NO00,NOALF,Alta,,,X,,,,,North Sea,4,NO074 ,,,,,,,,,,,,,,,,,,,,2004: Re-introduced,,2000: Deleted,,6958.86N 02320.19E,,6958N 02315E,23.25,69.96666667,,Alta
NO,NO00,NOALV,Alvika,,NOAES,,,,,,North Sea,4,NO0A3,,,,,2019: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,,6.3898,62.48517,,
NO,NO00,NOAND,Andalsnes,Åndalsnes,NOMOL,,,,,,North Sea,4,,,,,,,,,,,,,,2011: Reference statistical port defined,,,,,,,2004: New entry,,,,6234N 00742E,,6234N 00741E,7.683333333,62.56666667,,Åndalsnes
NO,NO00,NOARD,Ardalstangen,Årdalstangen,NO88K,,,,,,North Sea,4,,,,,,2019: Change of name port (previously 'Ardalstangen (i Sognefjorden)'),,2017: Previously Ref stat port NO888,,,,,,2011: Re-introduced with new reference statistical port (previously NOAAN) and new label (previously Ardalstangen),,,,,,,2004: Re-grouped with Ardal under code NOAAN,,2000: Deleted,,6114N 00742E,,,,,,
NO,NO00,NOARE,Arendal,,,X,,,,,North Sea,4,NO092,,,,,,,,,,,,,,,,,,,,2004: Re-introduced,,2000: Deleted,,5827N 00845E,,5828N 00846E,8.765860557,58.46103668,,Arendal
NO,NO00,NOARH,Ardal - Hjelmeland,Årdal - Hjelmeland,NO88K,,,,,,North Sea,4,NO0A1,,,,,2019: New entry as non-statistical port - Ex NO097 - Ardal-Hjelmeland,,,,,,,,,,,,,,,,,,,,,6.166666667,59.14639,,,
NO,NO00,NOASV,Austevoll,,,X,,,,,North Sea,4,NO0A2,,,,,,,,,,,,,,,,,,,,2004: New entry,,,,6006N 00510E,,6006N 00515E,,,,Austevoll
NO,NO00,NOATL,Atloy,Atløy,NOFRO,,,,,,North Sea,4,NO0A2,,,,,2019: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,6120N 00504E,,6121N 00504E,5.072684288,61.34923172,,
NO,NO00,NOAUE,Aure,,NOKSU,,,,,,North Sea,4,NO0A3,,,,,,,,,,,,,2011: Reference statistical port defined,,,,,,,2004: New entry,,,,6316N 00831E,,,8.530146599,63.26854324,,Aure
NO,NO00,NOAUK,Aukra,,NOMOL,,,,,,North Sea,4,NO0A3,,,,,,,,,,,,,2011: Reference statistical port defined,,,,,,,2004: New entry,,,,6246N 00655E,,6247N 00658E,6.917712211,62.79121399,,Aukra
NO,NO00,NOAUL,Aurland,,,X,,,,,North Sea,4,NO0A2,,,,,,,,,,,,,,2010: Becomes statistical port,,,,,,2004: New entry,,,,6053N 00710E,,,,,,Aurland
NO,NO00,NOAVA,Avaldsnes,,NOHAU,,,,,,North Sea,4,NO0A1,,,,,2019: Change of statistical port (previously NOKAS),,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,5921N 00516E,,,,,,
NO,NO00,NOAVE,Averoy,Averøy,NOKSU,,,,,,North Sea,4,NO0A3,,,,,,,,,,,,,2011: Reference statistical port defined,,,,,,,2004: New entry,,,,6300N 0033E,,6307N 00740E,,,,Averøy
NO,NO00,NOBEL,Bellvika,,NOTOS,,,,,,North Sea,4,NO074,,,,,2019: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,,18.76293,69.78673,,
NO,NO00,NOBFJ,Bergsfjord,,NOOKF,,,,,,North Sea,4,NO074,,,,,2019: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,,21.78494,70.25184,,
NO,NO00,NOBGN,Bergneset,,,X,,,,,North Sea,4,NO074,,,,,2019: New entry as statistical port - Moved from List 1Bis list of port,,,,2015: New entry - Currently not surveyed - Minor port,,,,,,,,,,,,,,,6915N 01921E,,,,,,
NO,NO00,NOBGO,Bergen,,,X,,,,,North Sea,4,NO0A2,,,,,,,,,,,,,"2011: Change in Port name (previously: Bergen, Mongstad, Sture, Ågotnes, Eikefet, Askøy, Modalen)",,,,,,,"2004: Re-introduced - Change in port name replacing ""Bergen"" (1998)",,2000: Deleted ,Data for Sture Terminal are also included - No UNLOCODE exists for Sture,6023.35N 00518.61E,,6024N 00519E,5.316666667,60.4,,Bergen
NO,NO00,NOBJF,Batsfjord,Båtsfjord,,X,,,,,North Sea,4,NO074 ,,,,,,,,,,,,,,2010: Becomes statistical port,,,,,,2004: Re-introduced,,2000: Deleted ,,7038.26N 02943.77E,,7038N 02944E,29.7309746,70.63392273,,Båtsfjord
NO,NO00,NOBJU,Bjugn,,NO88S,,,,,,North Sea,4,NO060,,,,,2019: Change of statistical port (previously NO88A),,2017: Becomes a non-statistical port,,2015: Change in port name (previously: Bjugn/Lysøysund/Botngård),,,,,,,,,,,2004: New entry,,,,,,6346N 00944E,,,,Bjugn
NO,NO00,NOBJY,Bjarkoy,Bjarkøy,NOHRD,,,,,,North Sea,4,NO074,,,,,,,,,2015: Re-introduced as non-statistical port,,,,2011: Deleted,2010: Port for small or fishing boats,,,,,,2004: New entry,,,,6859N 01631E,,,,,,
NO,NO00,NOBKS,Brekstad,,,X,,,,,North Sea,4,NO060,,,,,2019: Become statisitical port (previously NOOLA),,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,,6341N 00939E,,9.662354469,63.69067764,,Ørland
NO,NO00,NOBKV,Bjerkvik,,NONVK,,,,,,North Sea,4,NO071,,,,,,,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,,6833N 01733E,,,,,
NO,NO00,NOBLK,Bleik,,NOADN,,,,,,North Sea,4,NO071,,,,,2019: Change of statistical port (previously NOADY),,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,,6916N 01557E,,,,,
NO,NO00,NOBLL,Ballangen,,,X,,,,,North Sea,4,NO071,,,,,2019: Become statistical port (previously NO88A),,2017: Becomes a non-statistical port,,2015: Becomes a statistical port (Previous ref stat port: NO888),,,,,2010: Definition of the reference statistical port as NO888,,,,,,2004: Re-introduced - Ex NO035,,2000: Deleted ,,6820N 01650E,,6822N 01656E,16.82988548,68.34204865,,Ballangen
NO,NO00,NOBLO,Blokken,,NOSLX,,,,,,North Sea,4,NO071,,,,,2019: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,,15.38115,68.60019,,
NO,NO00,NOBLS,Balestrand,,NO88S,,,,,,North Sea,4,NO0A2,,,,,2019: Change of statistical port (previously NO88A),,2017: Becomes a non-statistical port,,,,,,,,,,,,,2004: New entry,,,,6112N 00632E,,6114N 00633E,6.534856795,61.21738891,,Balestrand
NO,NO00,NOBLV,Blomvag,Blomvåg,NOBGO,,,,,,North Sea,4,NO0A2,,,,,2019: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,,4.8786,60.53116,,
NO,NO00,NOBNN,Bronnoysund,Brønnøysund,,X,,,,,North Sea,4,NO071,,,,,2019: Becomes statistical port,,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,6528N 01212E,,,,,,
NO,NO00,NOBOE,Boneset - Karmoy,Bøneset - Karmøy,NOHAU,,,,,,North Sea,4,NO0A1,,,,,2019: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,,5.29159,59.36756333,,
NO,NO00,NOBOK,Bokn,,NOHAU,,,,,,North Sea,4,NO0A1,,,,,2019: Change of statistical port (previously NOKAS),,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,5914N 00526E,,,,,,
NO,NO00,NOBOM,Bomlo,Bømlo,NOHAU,,,,,,North Sea,4,NO0A2,,,,,2019: Change of statistical port (previously NOKAS),,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,5914N 00526E,,,,,,
NO,NO00,NOBOO,Bodo,Bodø,,X,,,,,North Sea,4,NO071,,,,,,,,,,,,,,,,,,,,2004: Re-introduced,,2000: Deleted ,,6717.48N 01423.90E,,6717N 01423E,14.4,67.28333333,,Bodø
NO,NO00,NOBOV,Bovagen - Radoy,Bøvagen - Radøy,NOBGO,,,,,,North Sea,4,NO0A2,,,,,2019: Change of port name (previously Bovagen),,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,,6042N 00456E,,,,,
NO,NO00,NOBRH,Brensholmen,,NOTOS,,,,,,North Sea,4,NO074,,,,,2019: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,,18.03184,69.60785,,
NO,NO00,NOBRV,Brattvag,Brattvåg,NOAES,,,,,,North Sea,4,NO0A3,,,,,,,,,,,,,2011: Reference statistical port defined + Change in Port name (previously Brattvåg/Haram),,,,,,,2004: New entry,,,,6336N 00626E,,,6.45,62.6,,Brattvåg
NO,NO00,NOBSD,Ballstad,,NOSUZ,,,,,,North Sea,4,NO071,,,,,2019: Change of statistical port (previously NOVVY),,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,,6804N 01333E,,,,,
NO,NO00,NOBTN,Botnaneset - Flora,,NOFRO,,,,,,North Sea,4,NO0A2,,,,,2019: Change of port name (previously Botnaneset),,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,6137N 00504E,,,,,,
NO,NO00,NOBTS,Brettesnes,,NOSVJ,,,,,,North Sea,4,NO071,,,,,2019: Change of statistical port (previously NOVGN),,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,,6814N 01452E,,,,,
NO,NO00,NOBUG,Bugoynes,Bugøynes,NOKKN,,,,,,North Sea,4,NO074,,,,,,,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,,6958N 02938E,,,,,
NO,NO00,NOBVG,Berlevag,Berlevåg,,X,,,,,North Sea,4,NO074,,,,,2019: Become statistical port (previously NO88A),,2017: Becomes a non-statistical port,,,,,,,2010: Becomes statistical port,,,,,,2004: New entry,,,,7051N 02906E,7051N 02906E,7051N 02906E,29.0843277,70.85837555,,Berlevåg
NO,NO00,NOBVK,Brevik,,NOPOR,,,,,,North Sea,4,NO091,,,,,,,,,2015: Change of ref stat port (previously: NOAES) - Change in port name (previously: Breivik),,,,2011: New entry as non-statistical port,,,,,,,,,,,5903.18N 00942.12E,,,,,,
NO,NO00,NOBVR,Breiviga,,NOFIS,,,,,,North Sea,4,NO0A1,,,,,2019: Change of statistical port (previously NOSTD) - Change of port name (previously Breiviken),,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,,5905N 00554E,,,,,
NO,NO00,NOBYN,Byggnes - Karmoy,Byggnes - Karmøy,NOHAU,,,,,,North Sea,4,NO0A1,,,,,2019: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,,5.29976,59.30208,,
NO,NO00,NOBYS,Bygstad,,NOFRO,,,,,,North Sea,4,NO0A2,,,,,,,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,,6123N 00540E,,,,,Gaular
NO,NO00,NODFJ,Dafjord,Dåfjord,NOBGN,,,,,,North Sea,4,NO074,,,,,2019: New entry as non-statistical port,"2018: Previously minor port, now ref nat stat port NOBGN",,,,,,,,,,,,,,,,,,,,,19.38737,69.99376,,
NO,NO00,NODIM,Dimmelsvik,,NOHUS,,,,,,North Sea,4,NO0A2,,,,,2019: Change of statistical port (previsouly NO88A),,2017: Previously Ref stat port NO888,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,5957.32N 00558.40E,5957N 00559E,,,,,
NO,NO00,NODIR,Dirdal,,NO88A,,,,,,North Sea,4,,,,,,,,2017: Previously Ref stat port NO888,,,,,,2011: Re-introduced as non statistical port (Ex NO405),,,,,,,2004: Re-grouped with Gjesdal under code NOGJS,,2000: Deleted ,,5850N 00610E,,,,,,
NO,NO00,NODJU,Djupvik,,NOOLL,,,,,,North Sea,4,NO074,,,,,2019: Change of statistical port (previsouly NOKAF),,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,,6945N 02030E,,,,,
NO,NO00,NODRM,Drammen,,,X,,,,,North Sea,4,NO082,,,,,,,,,,,,,2011: Change in Port name (previously: Drammen/Solumstrand/Tørkopp/Lier/Hurum/Tofte/Svelvik),,,,,,,"2004: Re-introduced - Change in port name replacing ""Drammen"" (1998)",,2000: Deleted ,,5944N 01013E,,5944N 01014E,10.14650209,59.74129431,,Drammen
NO,NO00,NODSF,Dale,,NOFRO,,,,,,North Sea,4,NO0A2,,,,,2019: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,,5.39823,61.364935,,
NO,NO00,NODUS,Dusavik,,NOSVG,,,,,,North Sea,4,NO0A1,,,,,,,,,2015: Change of ref stat port (previously wrong code NOGVL) - Change in port name (previously: Dusavika),,,,2011: New entry as non-statistical port - Previously regrouped with Stavanger under code NOSVG,,,,,,,,,,,5900N 00539E,,,,,,
NO,NO00,NODYD,Dyrstad,,NOSVE,,,,,,North Sea,4,NO0A2,,,,,2019: Change of statistical port (NOBRE),,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,,6146N 00511E,,,,,
NO,NO00,NODYR,Dyrvik,,NOTRD,,,,,,North Sea,4,NO060,,,,,2019: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,,8.82787,63.75821,,
NO,NO00,NOEDE,Eide,,,X,,,,,North Sea,4,NO0A3,,,,,,,,,,,,,,,,,,,,2004: New entry,,,,6254N 00726E,,6031N 00643E,7.440170765,62.9140358,,Eide
NO,NO00,NOEDS,Eide - Sund (Sotra),,NOBGO,,,,,,North Sea,4,NO0A2,,,,,2019: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,,4.963508,60.386677,,
NO,NO00,NOEDT,Eidet,,NO88N,,,,,,North Sea,4,NO071,,,,,2019: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,,14.5803,68.73812,,
NO,NO00,NOEGE,Egersund,,,X,,,,,North Sea,4,NO082,,,,,2019: New entry as statistical port - Ex NOEGD - Eigersund,,,,,,,,,,,,,,,,,,,,,,5.983515,58.440853,,Eigersund
NO,NO00,NOEIF,Eidangerfjorden,,NOPOR,,,,,,North Sea,4,NO091,,,,,2019: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,,9.69847,59.06714,,
NO,NO00,NOEIK,Eikefjord,,NOFRO,,,,,,North Sea,4,NO0A2,,,,,,,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,,6135N 00528E,,,,,
NO,NO00,NOEKF,Eikefet,,NOBGO,,,,,,North Sea,4,NO0A2,,,,,,,,,,,,,2011: New entry as non-statistical port,,,,,,,,,,,6042N 00533E,,,,,,
NO,NO00,NOELL,Ellingsoy,Ellingsøy,NOAES,,,,,,North Sea,4,NO0A3,,,,,,,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,,6230N 00620E,,,,,
NO,NO00,NOELN,Elnesvagen,Elnesvågen,NOMOL,,,,,,North Sea,4,NO0A3,,,,,,,,,,,,,2011: Re-introduced as non statistical port (Ex NO410),,,,,,,2004: Re-grouped with Fraena under code NOFRE - All Norwegian ports deleted from 2000 list,,,,,6251N 00708E,,,,,
NO,NO00,NOELO,Eikelandsosen,,NOFUS,,,,,,North Sea,4,NO0A2,,,,,,,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,,6014N 00545E,,,,,
NO,NO00,NOENG,Engene,,NODRM,,,,,,North Sea,4,NO082,,,,,,,,,2015: Re-introduced as non-statistical port,,,,"2011: Deleted - No data received, probably inactive; Ex NO408 -All Norwegian ports deleted from 2000 list - Ref stat port: NO179",,,,,,,,,,,,5941N 01032E,,,,,
NO,NO00,NOERF,Erfjord - Suldal,,NOSAX,,,,,,North Sea,4,NO0A1,,,,,2019: Change of statistical port (previously NOSUL) - Change of port name (previously Erfjord i Suldal),,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,5920N 00614E,5920N 00613E,,,,,
NO,NO00,NOESP,Espevik,,NOHAU,,,,,,North Sea,4,NO0A1,,,,,2019: Change of statistical port (previously NOKAS),,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,,5919N 00540E,,,,,
NO,NO00,NOETN,Etne,,,X,,,,,North Sea,4,NO0A2,,,,,2019: Become statistical port (previously NO88A),,2017: Becomes a non-statistical port,,,,,,,,,,,,,2004: New entry,,,,5939N 00555E,,5940N 00557E,5.939592361,59.66553879,,Etne
NO,NO00,NOFAN,Farsund,,,X,,,,,North Sea,4,NO092,,,,,,,,,,,,,,,,,,,,2004: Re-introduced,,2000: Deleted ,,5805N 00647E,,5806N 00649E,6.8,58.08333333,,Farsund
NO,NO00,NOFAU,Fauske,,,X,,,,,North Sea,4,NO071,,,,,2019: Become statistical port (previously NO88A),,2017: Becomes a non-statistical port,,,,,,,,,,,,,2004: New entry,,,,6715N 01523E,,6715N 01523E,15.41390991,67.24455824,,Fauske
NO,NO00,NOFBL,Fiskebol,Fiskebøl,NOSKN,,,,,,North Sea,4,NO071,,,,,2019: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,,14.81505,68.43469,,
NO,NO00,NOFDE,Forde,Førde,NOFRO,,,,,,North Sea,4,NO0A2,,,,,,,,,2015: Change in port name (previously: Førde),,,,,,,,,,,2004: New entry,,,,6130N 00543E,,6102N 00549E,5.71593523,61.50922775,,Naustdal
NO,NO00,NOFED,Fedje,,NOBGO,,,,,,North Sea,4,NO0A2,,,,,,,,,,,,,2011: New entry as non-statistical port,,,,,,,,,,,6046N 00443E,,,,,,
NO,NO00,NOFFB,Finnfjordbotn,,NO88N,,,,,,North Sea,4,NO074,,,,,2019: Change of statistical port (previously NO88A),,2017: Moved from list 1bis,,2015: New entry - Currently not surveyed - Minor port,,,,,,,,,,,,,,,,6913N 01805E,,,,,
NO,NO00,NOFFD,Flekkefjord,,,X,,,,,North Sea,4,NO092,,,,,2019: Become statistical port (previously NO88A),,2017: Becomes a non-statistical port,,,,,,,2010: Becomes statistical port,,,,,,2004: Re-introduced,,2000: Deleted ,,5817N 00639E,,5818N 00640E,6.666666667,58.3,,Flekkefjord
NO,NO00,NOFIS,Fiska - Strand,Fiskå - Strand,,X,,,,,North Sea,4,NO0A1,,,,,2019: New entry as statistical port - moved from List 1Bis,,,,2015: New entry - Currently not surveyed - Minor port,,,,2011: Change in Port name (previously Strand/Tau/Jørpeland),2010: Becomes non-statistical with reference statistical port NO888,,,,,,"2004: Re-introduced - Ex NO205 Strand - Change in port name replacing ""Strand"" (1998)",,2000: Deleted,Not in UNLOCODE,5903N 00555E,,,5.916666667,59.06666667,,Strand
NO,NO00,NOFKG,Frekhaug,,NOBGO,,,,,,North Sea,4,NO0A2,,,,,,,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,,6031N 00514E,,,,,
NO,NO00,NOFLM,Flem,,NOAES,,,,,,North Sea,4,NO0A3,,,,,2019: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,,6.238883333,62.67963333,,
NO,NO00,NOFLO,Florvag,Florvåg,NOBGO,,,,,,North Sea,4,NO0A2,,,,,,,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,,6025N 00514E,,,,,
NO,NO00,NOFLY,Flatoy,Flatøy,NOBGO,,,,,,North Sea,4,NO0A2,,,,,2019: New entry as non-statistical port - Ex NOFAY - Flatoy,,,,,,,,,,,,,,,,,,UNECE list to be update (status code to be updated),,,,5.25408,60.53543,,
NO,NO00,NOFND,Finneid,,NOFAU,,,,,,North Sea,4,NO071,,,,,,,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,6715N 01525E,,,,,,
NO,NO00,NOFNE,Finnsnes,,NO88N,,,,,,North Sea,4,NO074,,,,,2019: Change of statistical port (previously NO88A),,2017: Moved from list 1bis,,2015: Moved from List 1 - Currently not surveyed - Minor port - Change in port name (previously: Finnsnes/Lenvik),,,,,2010: To be deleted - Port for small or fishing boats,2004: New entry - Label 2004: Finnsnes/Gibostad,,,,,,,,,6914N 01758E,,,,,,
NO,NO00,NOFNN,Fonnes,,NOBGO,,,,,,North Sea,4,NO0A2,,,,,,,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,6045N 00454E,6049N 00458E,,,,,
NO,NO00,NOFOI,Fossing,,NOKRA,,,,,,North Sea,4,NO091,,,,,2019: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,,9.46354,58.93822,,
NO,NO00,NOFOL,Follafoss,,NOTRD,,,,,,North Sea,4,NO060,,,,,,,,,"2015: Change of ref stat port (previously NOVER, until 2012)",,,,2011: Re-introduced as non statistical port,,,,,,,2004: Re-grouped with Verran under code NOVRR - All Norwegian ports deleted from 2000 list,,,,6359N 01106E,6359N 01106E,,,,,
NO,NO00,NOFON,Foroy,Forøy,NO88N,,,,,,North Sea,4,NO071,,,,,2019: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,,13.51372,66.73857,,
NO,NO00,NOFRK,Fredrikstad,,,X,,,,,North Sea,4,NO082,,,,,2019: Become statistical port (previously NOBRG),,,,,,,,2011: New entry as non-statistical port,,,,,,,,,,,5913N 01054E,,,,,,
NO,NO00,NOFRO,Floro,Florø,,X,,,,,North Sea,4,NO0A2,,,,,,,,,2015: Change in port name (previously: Florø/Flora),,,,,,,,,,,"2004: Re-introduced - Change in port name replacing ""Floro"" (1998)",,2000: Deleted ,,6135N 00501E,,6136N 00502E,5.033333333,61.6,,Florø
NO,NO00,NOFRS,Forus,,NOSVG,,,,,,North Sea,4,NO0A1,,,,,,,,,,,,,2011: New entry as non-statistical port,,,,,,,,,,,5854N 00541E,,,,,,
NO,NO00,NOFSD,Fjellstrand,,NONHS,,,,,,North Sea,4,NO082,,,,,2019: New entry as non-statistical port - Moved from List 1Bis,,,,2015: New entry - Currently not surveyed - Minor port,,,,,,,,,,,,,,,5946N 01035E,,,,,,
NO,NO00,NOFSL,Forsol,Forsøl,NOHFT,,,,,,North Sea,4,NO074,,,,,2019: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,,23.8112,70.7213,,
