CTRY,MCA,UNLocode,Country/Port Name,Label using special characters,Nat. Stat. Group,Statistical Port,National Code,2024 list: modifications compared to 2023 list,TEN-T network,Port on an island (X: Island; O: Outer region),Sea ,Sea code,NUTS 3 code,2023 list: modifications compared to 2022 list,2022 list: modifications compared to 2021 list,2021 list: modifications compared to 2020 list,2020 list: modifications compared to 2019 list,2019 list: modifications compared to 2018 list,2018 list: modifications compared to 2017 list,2017 list: modifications compared to 2016 list,2016 list: modifications compared to 2015 list,2015 list: modifications compared to 2014 list,2014 list: modifications compared to 2013 list,2013 list: modifications compared to 2012 list,2012 list: modifications compared to 2011 list,2011 list: modifications compared to 2010 list,2010 list: modifications compared to 2009 list,2009 list: modifications compared to 2008 list,2008 list: modifications compared to 2007 list,2007 list: modifications compared to 2006 list,2006 list: modifications compared to 2005 list,2005 list: modifications compared to 2004 Excel list,2004 Excel list: modifications compared to 2004 official list,2004 official list: modifications compared to 2000 official list,2000 official list: modifications compared to 1998 official list,previous changes (partial coverage) and other comments,Coordinates from 2009 list or provided by country,Coordinates UNECE,Coordinates Antwerpen (March 2009),Coordinates GISCO     Longitude    (SIF January 2009),Coordinates GISCO     Latitude    (SIF January 2009),Label in Comm Dec 2008/861,Label in UNECE
FI,FI00,FIRYM,Rymattyla,Rymättylä,,X,,,,X,Baltic Sea,5,FI1C1,,,,,,,,,,,,,,,,,,,,,,,,,,,21.93761826,60.3746872,Rymättylä ,Rymättylä (Rimito)
FI,FI00,FISAI,Saarijarvi,Saarijärvi,FI001,,,,,,Baltic Sea,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,FI00,FISAL,Salo,,,X,,,,X,Baltic Sea,5,FI1C1,,,,,,,,,,,,,,,,,,,,,,,,,,,23.08455286,60.36720276,Salo ,Salo
FI,FI00,FISII,Siilinjarvi,Siilinjärvi,FI001,,,,,,Baltic Sea,5,,,,,,,,,,,,,,,,,,,,,,,,,6305N 02740E,6305N 02740E,6305N 02740E,27.66822624,63.07390213,Siilinjärvi ,Siilinjärvi
FI,FI00,FISIP,Sipoo (Sibbo),,,X,,,,,Baltic Sea,5,FI1B1,,,,,,2018: Change of port name (previously Sipoonlahti),,,,,,,,,,,,,,,,,,,,,25.33329964,60.36669869,Sipoonlahti ,Sipoo (Sibbo)
FI,FI00,FISKB,Skogby,,,X,,,,,Baltic Sea,5,FI1B1,,,,,,,,,,,,,,,,,,,,,,,,,,5955N 02319E,23.3153238,59.91477682,Skogby ,Skogby
FI,FI00,FISKV,Skoldvik,Sköldvik,,X,,,Comprehensive,,Baltic Sea,5,FI1B1,,,,,,,,,,,,,,,,,,,,,,"2000: Change in port name replacing ""Skoeldvik""",,,,,25.53184681,60.31319751,Sköldvik ,Sköldvik (Kilpilahti)
FI,FI00,FISTR,Stromma,Strömma,FI888,,,,,X,Baltic Sea,5,,,,,,,,,,,,,,,,,2008: Becomes non-statistical,,,,,,,,,,6011N 02254E,22.86831427,60.18717312,Strömma ,Strömma
FI,FI00,FISVL,Savonlinna,,FI001,,,,,,Baltic Sea,5,,,,,,,,,,,,,,,,,,,,,,,,,6152N 02854E,6152N 02854E,6152N 02854E,28.88333333,61.86666667,Savonlinna ,Savonlinna (Nyslott)
FI,FI00,FITAI,Tammisaari,,,X,,,,,Baltic Sea,5,FI1C1,,,,,,,,,,,,,,,,,,,,,,,2012: The port is currently inactive ,,,,23.44932365,59.97569656,Tammisaari ,Tammisaari (Ekenäs)
FI,FI00,FITEI,Teijo,,,X,,,,X,Baltic Sea,5,FI1C1,,,,,,,,,,,,,,,,,,,,,,,,,,,22.97497749,60.25675583,Teijo ,Teijo
FI,FI00,FITKU,Turku,,,X,,,Core,X,Baltic Sea,5,FI1C1,,,,,,,,,,,,,,,,,,,,,,,,,,,22.26666667,60.45,Turku ,Turku (Åbo)
FI,FI00,FITOK,Tolkkinen,,,X,,,,,Baltic Sea,5,FI1B1,,,,,,,,,,,,,,,,,,,,,,,,,,,25.59281349,60.33094406,Tolkkinen ,Tolkkinen (Tolkis)
FI,FI00,FITOR,Tornio,,,X,,,,,Baltic Sea,5,FI1D7,,,,,,,,,,,,,,,,,,,,,,,,,,,24.15,65.85,Tornio ,Tornio (Torneå)
FI,FI00,FITVS,Taivassalo,,,X,,,,X,Baltic Sea,5,FI1C1,,,,,,,,,,,,,,,,,,,,,,,2012: The port is very small but might have occasional traffic,,,,21.59843826,60.55550003,Taivassalo ,Tövsala (Taivassalo)
FI,FI00,FIUIM,Uimaharju,,FI001,,,,,,Baltic Sea,5,,,,,,,,,,,,,,,,,,,,,,,,,6254N 03014E,6254N 03014E,6254N 03014E,30.25757027,62.91310501,Uimaharju ,Uimaharju
FI,FI00,FIUKI,Uusikaupunki,,,X,,,,,Baltic Sea,5,FI1C1,,,,,,,,,,,,,,,,,,,,,,,,,,,21.38333333,60.8,Uusikaupunki ,Uusikaupunki (Nystad)
FI,FI00,FIUKP,Uusikaarlepyy,,FI888,,,,,,Baltic Sea,5,,,,,,,,,,,,,,,,,2008: Becomes non-statistical,,,,,,,,,,6331N 02232E,22.53946114,63.51638413,Uusikaarlepyy ,Uusikaarlepyy (Nykarleby)
FI,FI00,FIVAA,Vaasa,,,X,,2024: change of NUTS (previously FI195),,,Baltic Sea,5,FI19A,,,,,,,,,,,,,,,,,,,,,,,,,,6305N 02137E,21.65322395,63.10745166,Vaasa ,Vasa (Vaasa)
FI,FI00,FIVEL,Velkua,,,X,,,,X,Baltic Sea,5,FI1C1,,,,,,,,,,,,,,,,,,,,,,,2012: The port is very small but might have occasional traffic,,,,21.6523037,60.46389771,Velkua ,Velkua
FI,FI00,FIVKO,Valko,,FIHEL,,,,,,Baltic Sea,5,,,,,,,2018: change of the stat port (previously FILOV),,,,,,2012: Change in port name (previously: Valko (Valkom)),,,,2008: New Entry - Non statistical,,,,,,,,,,,26.25,60.4,,Valkom (Valko)
FI,FI00,FIVRK,Varkaus,,FI001,,,,,,Baltic Sea,5,,,,,,,,,,,,,,,,,,,,,,,,,6219N 02754E,6219N 02754E,6219N 02754E,27.88333333,62.3,Varkaus ,Varkaus
FJ,FJ00,FJ888,FIJI,,,,,,,,Non Short Sea Shipping,,,,,,,,,,,,,,,,,,,,,2005: New entry,,,,,,,,,,,.FIJI
FK,FK00,FK888,FALKLAND ISL (MALVINAS),,,,,,,,Non Short Sea Shipping,,,,,,,,,,,,,,,,,,,,,,2004: New entry,,,,,,,,,,.FALKLAND ISLANDS (MALVINAS)
FM,FM00,FM888,FED STATES OF MICRONESIA,,,,,,,,Non Short Sea Shipping,,,,,,,,,,,,,,,,,,,,,,2004: New entry,,,,,,,,,,".MICRONESIA, FEDERATED STATES OF"
FO,FO00,FO888,FAERO ISLANDS,.FÆRØ ISLANDS,,,,,,,North Sea,4,,,,,,,,,,,,,,,,,,,,,2004: New entry,,,,,,,,,,.FAROE ISLANDS
FR,FR09,FR888,Other - France (unknown MCA),,,X,,,,,Unknown,X,FRZZZ,,,,,,,,,,,,,,,,,,,,,2004: New entry - Previously only FR888: Other - France,,,,,,,,Other — France (unknown MCA) ,.FRANCE
FR,FR01,FR88A,Other - France Atlantic/North Sea,,,,,,,,Atlantic ocean,1,FRZZZ,,,,,,,,,,,2013: New entry (Replaces code FR888),,,,,,,,,,,,,,,,,,,
FR,FR02,FR88M,Other - France Mediterranean,,,,,,,,Mediterranean sea,6,FRZZZ,,,,,,,,,,,2013: New entry (Replaces code FR888),,,,,,,,,,,,,,,,,,,
FR,FR09,FR88P,Offshore installations - France (unknown MCA),,,,,,,,Unknown,X,FRZZZ,,,,,,,,,,,,,,,,2008: New entry,,,,,,,,,,,,,,
FR,FR09,FR88Q,Aggregates extraction areas - France (unknown MCA),,,,,,,,Unknown,X,FRZZZ,,,,,,,,,,,,,,,2009: new (WG April 2008),,,,,,,,,,,,,,,
FR,FR01,FR8TA,Dropping areas on water’s edge - France Atlantic/North Sea,,,,,,,,Atlantic ocean,1,FRZZZ,,,,2020: New entry (Decision WG September 2018),,,,,,,,,,,,,,,,,,,,,,,,,,
FR,FR09,FR88R,Ship to ship transfer - France (unknown MCA),,,,,,,,Unknown,X,FRZZZ,,,,,,,,,,,2013: New entry (Decision WG June 2012),,,,,,,,,,,,,,,,,,,
FR,FR09,FR88T,Dropping areas on water’s edge - France (Unknown MCA),,,,,,,,Unknown,X,FRZZZ,,,,2020: New entry (Decision WG September 2018),,,,,,,,,,,,,,,,,,,,,,,,,,
FR,FR04,FR8GM,Other - Guadeloupe - Martinique,,,,,,,,,,,,,,,,,2017: New entry,,,,,,,,,,,,,,,,,,,,,,,
FR,FR01,FR8PA,Offshore installations - France Atlantic/North Sea,,,,,,,,Atlantic ocean,1,FRZZZ,,,,,,,,,2015: New entry (Replaces code FR88P - Decision WG May 2014),,,,,,,2008: New label replacing FR offshore installations,,,,,2004: New entry,,,,,,,,FR offshore installations ,
FR,FR02,FR8PM,Offshore installations - France Mediterranean,,,,,,,,Mediterranean sea,6,FRZZZ,,,,,,,,,2015: New entry (Replaces code FR88P - Decision WG May 2014),,,,,,,2008: New label replacing FR offshore installations,,,,,2004: New entry,,,,,,,,FR offshore installations ,
FR,FR02,FR8TM,Dropping areas on water’s edge - France Mediterranean,,,,,,,,Mediterranean sea,6,FRZZZ,,,,2020: New entry (Decision WG September 2018),,,,,,,,,,,,,,,,,,,,,,,,,,
FR,FR01,FR8QA,Aggregates extraction areas - France Atlantic/North Sea,,,,,,,,Atlantic ocean,1,FRZZZ,,,,,,,,,2015: New entry (Replaces code FR88Q - Decision WG May 2014),,,,,,2009: new (WG April 2008),,,,,,,,,,,,,,,
FR,FR02,FR8QM,Aggregates extraction areas - France Mediterranean,,,,,,,,Mediterranean sea,6,FRZZZ,,,,,,,,,2015: New entry (Replaces code FR88Q - Decision WG May 2014),,,,,,2009: new (WG April 2008),,,,,,,,,,,,,,,
FR,FR01,FR8RA,Ship to ship transfer - France Atlantic/North Sea,,,,,,,,Atlantic ocean,1,FRZZZ,,,,,,,,,2015: New entry (Replaces code FR88R - Decision WG May 2014),,2013: New entry (Decision WG June 2012),,,,,,,,,,,,,,,,,,,
FR,FR02,FR8RM,Ship to ship transfer - France Mediterranean,,,,,,,,Mediterranean sea,6,FRZZZ,,,,,,,,,2015: New entry (Replaces code FR88R - Decision WG May 2014),,2013: New entry (Decision WG June 2012),,,,,,,,,,,,,,,,,,,
FR,FR02,FRAJA,Ajaccio,,,X,76,,Comprehensive,X,Mediterranean sea,6,FRM01,,,,,,,,,,,,,,,,,,,,,,,,,,4155N 00844E,8.741281045,41.91705939,Ajaccio ,Ajaccio
FR,FR01,FRBAI,Basse Indre,,FRNTE,,,,,,Atlantic ocean,1,FRG01,,,,,,,,,,,,,,,,,,,,,,2000: New entry,,,,4712N 00141W,-1.671077967,47.19858933,Basse-Indre ,Basse-Indre
FR,FR01,FRBAS,Bassens,,FRBOD,,,,,,Atlantic ocean,1,FRI12,,,,,,,,,,,,,,,,,,,,,,2000: Ex FR104,,,,4454N 00032W,-0.533333333,44.9,Bassens ,Bassens
FR,FR01,FRBAY,Bayonne,,,X,57,,Comprehensive,,Atlantic ocean,1,FRI15,,,,,,,,,,,,,,,,,,,,,,,,,,4330N 00129W,-1.48900729,43.508407,Bayonne ,Bayonne
FR,FR01,FRBEC,Bec D Ambes,Bec D'Ambes,FRBOD,,,,,,Atlantic ocean,1,FRI12,,,,,,,,,,,,,,,,,,,,,,,,,,4502N 00036W,-0.568033616,45.0341608,Bec d’Ambes ,Bec d'Ambès
FR,FR02,FRBEE,Berre,,FRMRS,,,,,,Mediterranean sea,6,FRL04,,,,,,,,,,,,,,,,,,,,,,2000: New entry,,,,4329N 00510E,,,Berre ,Berre
FR,FR01,FRBES,Brest,,,X,29,,Comprehensive,,Atlantic ocean,1,FRH02,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.510116101,48.37465411,Brest ,Brest
FR,FR02,FRBIA,Bastia,,,X,73,,Comprehensive,X,Mediterranean sea,6,FRM02,,,,,,,,,,,,,,,,,,,,,,,,,,4242N 00927E,9.446591644,42.6832012,Bastia ,Bastia
FR,FR01,FRBOD,Bordeaux,,,X,56,,Core,,Atlantic ocean,1,FRI12,,,,,,,,,,,,,,,,,,,,,,,,,,4450N 00034W,-0.566666667,44.83333333,Bordeaux ,Bordeaux
FR,FR01,FRBOL,Boulogne sur Mer,,,X,04,,Comprehensive,,Atlantic ocean,1,FRE12,,,,,,,,,,,,,,,,,,,,,,,,5043N 00137E,5043N 00137E,5043N 00137E,1.584466404,50.72215151,Boulogne-sur-Mer ,Boulogne-sur-Mer
FR,FR02,FRBON,Bonifacio,,,X,78,,,X,Mediterranean sea,6,FRM01,,,,,,,,,,,,,,,,,,,,,,,,,,4123N 00906E,9.168462148,41.3844042,Bonifacio ,Bonifacio
FR,FR01,FRBSC,Bonsecours,,FRURO,,,,,,Atlantic ocean,1,FRD22,,,,,,,,,,,,,,,,,,,,,,2000: Ex FR103,,,,,1.125480767,49.42484225,Bonsecours ,Bonsecours
FR,FR01,FRBYE,Blaye,,FRBOD,,,,,,Atlantic ocean,1,FRI12,,,,,,,,,,,,,,,,,,,,,,,,,,4507N 00040W,-0.666666667,45.13333333,Blaye ,Blaye
FR,FR02,FRCEQ,Cannes,,,X,68,,,,Mediterranean sea,6,FRL03,,,,,,,,,,,,,,,,,,,,,,,,,,4333N 00701E,7.016690517,43.55000201,Cannes ,Cannes
FR,FR01,FRCER,Cherbourg,,,X,14,,Comprehensive,,Atlantic ocean,1,FRD12,,,,,,,,,,,,,,,,,,,,,,,,,,4938N 00138W,-1.60118054,49.6500413,Cherbourg ,Cherbourg
FR,FR01,FRCFR,Caen,,,X,13,,Comprehensive,,Atlantic ocean,1,FRD11,,,,,,,,,,,,,,,,,,,,,,,,,,4911N 00021W,-0.35,49.18333333,Caen ,Caen
FR,FR02,FRCLY,Calvi,,,X,75,,,X,Mediterranean sea,6,FRM02,,,,,,,,,,,,,,,,,,,,,,,,,,4235N 00848E,8.762110164,42.56737838,Calvi ,Calvi
FR,FR01,FRCOC,Concarneau,,,X,38,,,,Atlantic ocean,1,FRH02,,,,,,,,,,,,,,,,,,,,,,,,,,4752N 00355W,-3.9,47.86666667,Concarneau ,Concarneau
FR,FR02,FRCOZ,Caronte,,FRMRS,,,,,,Mediterranean sea,6,FRL04,,,,,,,,,,,,,,,,,2007: new entry (last minute),,,,,,,4324N 00501E,4324N 00501E,4324N 00501E,5.016666667,43.4,,Caronte
FR,FR01,FRCQF,Calais,,,X,03,,Core,,Atlantic ocean,1,FRE12,,,,,,,,,,,,,,,,,,,,,,,,,,5058N 00151E,1.868799099,50.96769419,Calais ,Calais
FR,FR01,FRDKK,Dunkerque,,,X,1,,Core,,Atlantic ocean,1,FRE11,,,,,,,,,,,,,,,,,,,,,,,,,,5103N 00221E,2.399216712,51.04456252,Dunkerque ,Dunkerque
FR,FR01,FRDON,Donges,,FRNTE,,,,,,Atlantic ocean,1,FRG01,,,,,,,,,,,,,,,,,,,,,,,,,,4718N 00204W,-2.0415228,47.2921847,Donges ,Donges
FR,FR01,FRDPE,Dieppe,,,X,07,,Comprehensive,,Atlantic ocean,1,FRD22,,,,,,,,,,,,,,,,,,,,,,,,,,4956N 00105E,1.087276366,49.92325575,Dieppe ,Dieppe
FR,FR01,FRDRZ,Douarnenez,,,X,33,,,,Atlantic ocean,1,FRH02,,,,,,,,,,,,,,,,,,,,,,,,,,4806N 00420W,-4.3357723,48.1008742,Douarnenez ,Douarnenez
FR,FR02,FRETB,Etang de Berre,Étang-de-Berre,FRMRS,,,,,,Mediterranean sea,6,FRL04,,,,,,,,,,,,,,,,,,,,,,2000: Ex FR027,Maybe to be deleted,4328N 00510E,4328N 00510E,4328N 00510E,5.166666667,43.46666667,Étang-de-Berre ,Berre-l'Étang
FR,FR01,FRFEC,Fecamp,Fécamp,,X,08,,,,Atlantic ocean,1,FRD22,,,,,,,,,,,,,,,,,,,,,,,,,,4946N 00022E,0.373760165,49.76187045,Fécamp ,Fécamp
FR,FR02,FRFOS,Fos sur Mer,,FRMRS,,,,Core,,Mediterranean sea,6,FRL04,,,,,,,,,,,,,,,,,,,,,,,,4326N 00456E,4326N 00456E,4326N 00456E,4.942961216,43.43246841,Fos-sur-Mer ,Fos-sur-Mer
FR,FR01,FRGFR,Granville,,,X,16,,,,Atlantic ocean,1,FRD12,,,,,,,,,,,,,,,,,,,,,,,,,,4850N 00136W,-1.597656453,48.83631304,Granville ,Granville
FR,FR01,FRGLO,Gonfreville l Orcher,Gonfreville-l'Orcher,FRLEH,,,,,,Atlantic ocean,1,FRD22,,,,,,,,,,,,,,,,,,,,,,2000: Ex FR102,,4930N 00014E,4930N 00014E,4930N 00014E,0.211717031,49.50096092,Gonfreville-l’Orcher ,Gonfreville-l'Orcher
FR,FR01,FRHET,Hennebont,,,X,40,,,,Atlantic ocean,1,FRH04,,,,,,,,,,,,,,,,,,,,,,2000: Ex FR004,2007: probably inactive,,,4748N 00316W,-3.283333333,47.8,Hennebont ,Hennebont
FR,FR01,FRHON,Honfleur,,FRURO,,11,,,,Atlantic ocean,1,FRD22,,,,,,,,,,,,,2011: Becomes non-statistical port (data included under Rouen),,,,,,,,,,,,,4925N 00014E,0.233146149,49.42812768,Honfleur ,Honfleur
FR,FR01,FRHRF,Harfleur,,FRLEH,,,,,,Atlantic ocean,1,FRD22,,,,,,,,,,,,,,,,,,,,,,2000: Ex FR106,,,,4930N 00012E,0.2,49.51666667,Harfleur ,Harfleur
FR,FR02,FRILR,L Ile Rousse,L´Île Rousse,,X,74,,,X,Mediterranean sea,6,FRM02,,,,,,,,,,,,,,,,,,,,,,,,4238N 00856E,4238N 00856E,4238N 00856E,8.933333333,42.63333333,L’Île Rousse ,L'Ile-Rousse
FR,FR02,FRLAV,Lavera,Lavéra,FRMRS,,,,,,Mediterranean sea,6,FRL04,,,,,,,,,,,,,,,,,,,,,,,,4323N 00502E,4323N 00502E,4323N 00502E,5.033333333,43.38333333,Lavéra ,Lavéra
FR,FR01,FRLDN,Landerneau,,,X,30,,,,Atlantic ocean,1,FRH02,,,,,,,,,,,,,,,,,,,,,,,,,,4826N 00415W,-4.25,48.45,Landerneau ,Landerneau
FR,FR01,FRLEH,Le Havre,,,X,09,,Core,,Atlantic ocean,1,FRD22,,,,,,,,,,,,,,,,,,,,,,,,,,4929N 00007E,0.090131131,49.48364017,Le Havre ,Le Havre
FR,FR01,FRLEZ,Lezardrieux,Lézardrieux,,X,19,,,,Atlantic ocean,1,FRH01,,,,,,,,,,,,,,,,,,,,,,,,,,4847N 00306W,-3.111521959,48.78262329,Lézardrieux ,Lézardrieux
FR,FR01,FRLLG,Le Legue,Le Légué,,X,22,,,,Atlantic ocean,1,FRH01,,,,,,,,,,,,,,,2009: replaces wrong code FRSBK,,,,,,,,,,4831N 00245W,4831N 00245W,,,,Le Légué
FR,FR02,FRLMD,La Mede,La Mède,FRMRS,,,,,,Mediterranean sea,6,FRL04,,,,,,,,,,,,,,,,,2007: new entry (last minute),,,,,,,,,4324N 00506E,5.116666667,43.4,,La Mède
FR,FR01,FRLPE,La Pallice,,FRLRH,,,,,,Atlantic ocean,1,FRI32,,,,,,,,,,,,,,,,,,,,,,,,,,4610N 00114W,-1.233357386,46.1661027,La Pallice ,La Pallice
FR,FR01,FRLRH,La Rochelle,,,X,49,,Comprehensive,,Atlantic ocean,1,FRI32,,,,,,,,,,,,,,,,,,,,,,,,,,4609N 00109W,-1.15,46.15,La Rochelle ,La Rochelle
FR,FR01,FRLRT,Lorient,,,X,39,,Comprehensive,,Atlantic ocean,1,FRH04,,,,,,,,,,,,,,,,,,,,,,,,,,4745N 00322W,-3.362961622,47.72769033,Lorient ,Lorient
FR,FR01,FRLSO,Les Sables d Olonne,Les Sables d'Olonne,,X,47,,,,Atlantic ocean,1,FRG04,,,,,,,,,,,,,,,,,,,,,,,,4630N 00146W,4630N 00146W,4630N 00146W,-1.790073803,46.50074561,Les Sables-d’Olonne ,Les Sables-d'Olonne
FR,FR01,FRLTR,Le Treport,Le Tréport,,X,06,,,,Atlantic ocean,1,FRD22,,,,,,,,,,,,,,,,,,,,,,,,,,5004N 00122E,1.383881627,50.06149569,Le Tréport ,Le Tréport
FR,FR01,FRLVE,Le Verdon,,FRBOD,,,,,,Atlantic ocean,1,FRI12,,,,,,,,,,,,,,,,,,,,,,,,4532N 00104W,4532N 00104W,4532N 00104W,-1.044137209,45.54161397,Le Verdon ,Le Verdon-sur-Mer
FR,FR02,FRMRS,Marseille,,,X,64,,Core,,Mediterranean sea,6,FRL04,,,,,,,,,,,,,,,,,,,,,,,,4318N 00524E,4318N 00524E,4318N 00524E,5.365530776,43.29251816,Marseille ,Marseille
FR,FR01,FRMTX,Montoir de Bretagne,,FRNTE,,,,,,Atlantic ocean,1,FRG01,,,,,,,,,,,,,,,,,,,,,,2000: New entry,,4720N 00209W,4720N 00209W,4720N 00209W,-2.15,47.33333333,Montoir de Bretagne ,Montoir-de-Bretagne
FR,FR02,FRNCE,Nice,,,X,70,,Comprehensive,,Mediterranean sea,6,FRL03,,,,,,,,,,,,,,,2009: Change old label Nice-Villefranche,,,,,,,,,,,4342N 00717E,7.283821815,43.70608378,Nice-Villefranche ,Nice
FR,FR02,FRNOU,Port la Nouvelle,,,X,62,,,,Mediterranean sea,6,FRJ11,,,,,,,,,,,,,,,,,,,,,,,,4301N 00303E,4301N 00303E,4301N 00303E,3.051119468,43.0214151,Port-la-Nouvelle ,Port-la-Nouvelle
FR,FR01,FRNTE,Nantes Saint Nazaire,,,X,44,,Core,,Atlantic ocean,1,FRG01,,,,,,,,,,,,,,,,,,,,,,,,,,4714N 00134W,-1.583300356,47.20000066,Nantes Saint-Nazaire ,Nantes
FR,FR01,FRPAP,Pauillac Port,,FRBOD,,,,,,Atlantic ocean,1,FRI12,,,,,,,,,,,,,,,,,,,,,,,,,,4512N 00045W,-0.75,45.2,Pauillac-Port ,Pauillac
FR,FR01,FRPBF,Paimboeuf,,FRNTE,,,,,,Atlantic ocean,1,FRG01,,,,,,,,,,,,,,,,,,,,,,,,,,4717N 00202W,-2.033333333,47.28333333,Paimbœuf ,Paimboeuf
FR,FR02,FRPDB,Port de Bouc,,FRMRS,,,,,,Mediterranean sea,6,FRL04,,,,,,,,,,,,,,,,,,,,,,,,4324N 00459E,4324N 00459E,4324N 00459E,4.984716892,43.40724182,Port-de-Bouc ,Port-de-Bouc
FR,FR01,FRPET,Petit Couronne,,FRURO,,,,,,Atlantic ocean,1,FRD22,,,,,,,,,,,,,,,,,,,,,,2000: New entry,,,,4922N 00101E,1.016666667,49.38333333,Petit-Couronne ,Petit Couronne
FR,FR01,FRPJE,Port Jerome,Port Jérôme,FRURO,,,,,,Atlantic ocean,1,FRD22,,,,,,,,,,,,,,,,,,,,,,"2000: Ex FR107 - Change in port name replacing ""Jerome""",,4928N 00032E,4928N 00032E,4928N 00032E,0.533333333,49.46666667,Port Jérôme ,Port-Jérôme
FR,FR02,FRPOV,Port Vendres,,,X,61,,,,Mediterranean sea,6,FRJ15,,,,,,,,,,,,,,,,,,,,,,,,4231N 00307E,4231N 00307E,4231N 00307E,3.112491812,42.5177542,Port Vendres ,Port-Vendres
FR,FR01,FRPOX,Pontrieux,,,X,24,,,,Atlantic ocean,1,FRH01,,,,,,,,,,,,,,,,,,,,,,,,,,4842N 00310W,-3.15,48.71666667,Pontrieux ,Pontrieux
FR,FR01,FRPRJ,Port Joinville (Ile D Yeu),Port-Joinville (Île D´Yeu),,X,46,,,X,Atlantic ocean,1,FRG05,,,,,,,,,,,,,,,,,,,,,,,,4643N 00221W,4643N 00221W,4643N 00221W,-2.348262258,46.72657938,Port-Joinville (Île d’Yeu) ,Port-Joinville
FR,FR02,FRPRP,Propriano,,,X,77,,,X,Mediterranean sea,6,FRM01,,,,,,,,,,,,,,,,,,,,,,,,,,4140N 00854E,8.9,41.66666667,Propriano ,Propriano
FR,FR02,FRPSL,Port Saint Louis du Rhone ,Port-Saint-Louis-du-Rhône ,FRMRS,,,,,,Mediterranean sea,6,FRL04,,,,,,,,,,,,,,,2009: Change old label St Louis (Rhône),,,,,,,,,4323N 00448E,4323N 00448E,4323N 00448E,4.8,43.38333333,Saint-Louis (Rhône) ,Port-Saint-Louis-du-Rhône
FR,FR02,FRPVO,Porto Vecchio,,,X,79,,,X,Mediterranean sea,6,FRM01,,,,,,,,,,,,,,,,,,,,,,,,,,4136N 00917E,9.288389699,41.58131599,Porto Vecchio ,Porto Vecchio
FR,FR01,FRRAD,Radicatel,,FRURO,,,,,,Atlantic ocean,1,FRD22,,,,,,,,,,,,,,,2009: Added as non-statistical port,,,,,,,,,4930N 00030E,4930N 00030E,4930N 00030E,,,,Radicatel
FR,FR01,FRRCO,Rochefort,,,X,51,,,,Atlantic ocean,1,FRI32,,,,,,,,,,,,,,,,,,,,,,,,,,4556N 00058W,-0.955038969,45.94663826,Rochefort ,Rochefort
FR,FR01,FRRDN,Redon,,,X,42,,,,Atlantic ocean,1,FRH03,,,,,,,,,,,,,,,,,,,,,,2000: Ex FR101,,,,4739N 00204W,-2.066666667,47.65,Redon ,Redon
FR,FR01,FRROS,Roscoff,,,X,28,,Comprehensive,,Atlantic ocean,1,FRH02,,,,,,,,,,,,,,,,,,,,,,,,,,4843N 00359W,-3.967048032,48.72082435,Roscoff ,Roscoff
FR,FR01,FRRYN,Royan,,,X,53,,,,Atlantic ocean,1,FRI32,,,,,,,,,,,,,,,,,,,,,,,,,,4537N 00102W,-1.032057717,45.6192021,Royan ,Royan
FR,FR02,FRSET,Sete,Sète,,X,63,,Comprehensive,,Mediterranean sea,6,FRJ13,,,,,,,,,,,,,,,,,,,,,,,,,,4324N 00342E,3.683333333,43.4,Sète ,Sète
FR,FR01,FRSML,St Malo,,,X,17,,Comprehensive,,Atlantic ocean,1,FRH03,,,,,,,,,,,,,,,,,,,,,,,,4839N 00201W,4839N 00201W,4839N 00201W,-2.01870719,48.64502566,Saint-Malo ,St Malo
FR,FR01,FRSNR,St Nazaire,,FRNTE,,,,,,Atlantic ocean,1,FRG01,,,,,,,,,,,,,,,,,,,,,,,,4717N 00212W,4717N 00212W,4717N 00212W,-2.199341636,47.28008392,Saint-Nazaire ,St Nazaire
FR,FR02,FRSRL,St Raphael,St Raphaël,,X,67,,,,Mediterranean sea,6,FRL05,,,,,,,,,,,,,,,,,,,,,,,,4325N 00646E,4325N 00646E,4325N 00646E,6.776290031,43.41647057,Saint-Raphaël ,Saint-Raphaël
FR,FR01,FRSWD,St Wandrille,,FRURO,,,,,,Atlantic ocean,1,FRD22,,,,,,,,,,,,,,,,,,,,,,2000: Ex FR105,,4932N 00046E,4932N 00046E,4932N 00046E,0.758784836,49.51916177,Saint-Wandrille ,St Wandrille-Rançon
FR,FR02,FRTLN,Toulon,,,X,66,,Comprehensive,,Mediterranean sea,6,FRL05,,,,,,,,,,,,,,,,,,,,,,,,,,4307N 00555E,5.9156662,43.1170392,Toulon ,Toulon
FR,FR01,FRTON,Tonnay Charente,,,X,52,,,,Atlantic ocean,1,FRI32,,,,,,,,,,,,,,,,,,,,,,"2000: Change in port name replacing ""Tonnay Charente (Rochefort)""",,4557N 00054W,4557N 00054W,4557N 00054W,-0.9,45.95,Tonnay Charente ,Tonnay-Charente
FR,FR01,FRTRE,Treguier,Tréguier,,X,25,,,,Atlantic ocean,1,FRH01,,,,,,,,,,,,,,,,,,,,,,,,,,4847N 00314W,-3.216666667,48.8,Tréguier ,Tréguier
FR,FR01,FRUIP,Quimper,,,X,37,,,,Atlantic ocean,1,FRH02,,,,,,,,,,,,,,,,,,,,,,,,,,4758N 00407W,-4.105556536,47.96879966,Quimper ,Quimper
