query_id,sector_slug,sector_label,axis_target,axis_group,axis_code,query_family,provider,query_text,raw_record_count,normalized_record_count,unique_source_ids,coverage_record_count,has_raw_payload_envelope,raw_payload_sha256,raw_payload_captured_at,protocol_binding
Q_COASTAL_TOURISM_CORE_001,coastal_tourism,Coastal Tourism,O,OCEANIC,O,core_sector,crossref,coastal tourism sustainability overtourism management,150,0,0,0,true,01f79b6dce43da27974c1574733ff622169378ddcf4e1eeaec5102d36089056e,2026-07-25T23:04:43+00:00,bound
Q_COASTAL_TOURISM_CORE_001,coastal_tourism,Coastal Tourism,O,OCEANIC,O,core_sector,openalex,coastal tourism sustainability overtourism management,150,150,141,150,false,,,bound
Q_COASTAL_TOURISM_CORE_001,coastal_tourism,Coastal Tourism,O,OCEANIC,O,core_sector,scopus,coastal tourism sustainability overtourism management,8,8,8,8,true,26f7de79b2861d2e04143659c365c77dfb6a81e61b193480a27a5d90be75ebd9,2026-07-25T23:04:43+00:00,bound
Q_COASTAL_TOURISM_CORE_001,coastal_tourism,Coastal Tourism,O,OCEANIC,O,core_sector,web of science (clarivate),coastal tourism sustainability overtourism management,5,3,5,0,false,,,bound
Q_COASTAL_TOURISM_CORE_001,coastal_tourism,Coastal Tourism,O,OCEANIC,O,core_sector,wos,coastal tourism sustainability overtourism management,5,5,0,5,false,,,bound
Q_COASTAL_TOURISM_CORE_002,coastal_tourism,Coastal Tourism,O,OCEANIC,O,core_sector,crossref,marine ecotourism blue economy livelihoods governance,150,62,62,62,true,da544d58dc113854d1c6f2207bb08bb3de2d67cbb5b48555b945e3b2f890fd30,2026-07-25T23:04:43+00:00,bound
Q_COASTAL_TOURISM_CORE_002,coastal_tourism,Coastal Tourism,O,OCEANIC,O,core_sector,openalex,marine ecotourism blue economy livelihoods governance,150,150,143,150,false,,,bound
Q_COASTAL_TOURISM_CORE_002,coastal_tourism,Coastal Tourism,O,OCEANIC,O,core_sector,scopus,marine ecotourism blue economy livelihoods governance,1,1,1,1,true,cdbf4acd80b529a36194429e4c1ca496e78137f7a53c629a6f544d7b911c0b79,2026-07-25T23:04:43+00:00,bound
Q_COASTAL_TOURISM_CORE_002,coastal_tourism,Coastal Tourism,O,OCEANIC,O,core_sector,web of science (clarivate),marine ecotourism blue economy livelihoods governance,2,1,2,0,false,,,bound
Q_COASTAL_TOURISM_CORE_002,coastal_tourism,Coastal Tourism,O,OCEANIC,O,core_sector,wos,marine ecotourism blue economy livelihoods governance,2,2,0,2,false,,,bound
Q_COASTAL_TOURISM_CORE_003,coastal_tourism,Coastal Tourism,O,OCEANIC,O,core_sector,crossref,cruise tourism environmental impact governance,150,0,0,0,true,721300c39623c2e8b157c5b55464deda8d95dfd0cf82727c5cfdd42f22c26e4e,2026-07-25T23:04:43+00:00,bound
Q_COASTAL_TOURISM_CORE_003,coastal_tourism,Coastal Tourism,O,OCEANIC,O,core_sector,openalex,cruise tourism environmental impact governance,150,150,142,150,false,,,bound
Q_COASTAL_TOURISM_CORE_003,coastal_tourism,Coastal Tourism,O,OCEANIC,O,core_sector,scopus,cruise tourism environmental impact governance,19,12,12,12,true,8fee8ac660a842d5993fda31476c3f6d74cbf9716a61e4de94cd541802051ebf,2026-07-25T23:04:43+00:00,bound
Q_COASTAL_TOURISM_CORE_003,coastal_tourism,Coastal Tourism,O,OCEANIC,O,core_sector,web of science (clarivate),cruise tourism environmental impact governance,13,8,13,0,false,,,bound
Q_COASTAL_TOURISM_CORE_003,coastal_tourism,Coastal Tourism,O,OCEANIC,O,core_sector,wos,cruise tourism environmental impact governance,19,13,0,13,false,,,bound
Q_COASTAL_TOURISM_EMRG_001,coastal_tourism,Coastal Tourism,O,OCEANIC,O,emerging_demand,crossref,coastal tourism climate adaptation resilience just transition safety,150,0,0,0,true,9f165fbfe67a728c5cde843d43ba3ca4e63bdb89747edee8effc4f48f0b60057,2026-07-25T23:04:43+00:00,bound
Q_COASTAL_TOURISM_EMRG_001,coastal_tourism,Coastal Tourism,O,OCEANIC,O,emerging_demand,openalex,coastal tourism climate adaptation resilience just transition safety,150,150,136,150,false,,,bound
Q_COASTAL_TOURISM_EMRG_001,coastal_tourism,Coastal Tourism,O,OCEANIC,O,emerging_demand,scopus,coastal tourism climate adaptation resilience just transition safety,0,0,0,0,true,0b44b31cc5a4ebe17f462fb12ec46d9cd34265d93d150904d6e6b6391dadb637,2026-07-25T23:04:43+00:00,bound
Q_COASTAL_TOURISM_EMRG_001,coastal_tourism,Coastal Tourism,O,OCEANIC,O,emerging_demand,wos,coastal tourism climate adaptation resilience just transition safety,0,0,0,0,false,,,bound
Q_COASTAL_TOURISM_EMRG_002,coastal_tourism,Coastal Tourism,O,OCEANIC,O,emerging_demand,crossref,coastal tourism AI digital twin ocean literacy hydrosocial,150,0,0,0,true,1190c50eb8f527ff30b1bf327e5f73b9d63011a9349b26adf1d97b8caea178d0,2026-07-25T23:04:43+00:00,bound
Q_COASTAL_TOURISM_EMRG_002,coastal_tourism,Coastal Tourism,O,OCEANIC,O,emerging_demand,openalex,coastal tourism AI digital twin ocean literacy hydrosocial,0,0,0,0,false,,,bound
Q_COASTAL_TOURISM_EMRG_002,coastal_tourism,Coastal Tourism,O,OCEANIC,O,emerging_demand,scopus,coastal tourism AI digital twin ocean literacy hydrosocial,0,0,0,0,true,33d6f49a193b5c85b80462c6d052b864c03b8d8404a0c9fa2038a9982b40ba0d,2026-07-25T23:04:43+00:00,bound
Q_COASTAL_TOURISM_EMRG_002,coastal_tourism,Coastal Tourism,O,OCEANIC,O,emerging_demand,wos,coastal tourism AI digital twin ocean literacy hydrosocial,0,0,0,0,false,,,bound
Q_COASTAL_TOURISM_HYP_001,coastal_tourism,Coastal Tourism,O,OCEANIC,O,hypothesis_verification,crossref,coastal tourism maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,150,145,145,145,true,7e7c85cb9b629ae6a83dc0614fb2dcc9d6669802c7e4bbdef66f7f04956bc96b,2026-07-25T23:04:43+00:00,bound
Q_COASTAL_TOURISM_HYP_001,coastal_tourism,Coastal Tourism,O,OCEANIC,O,hypothesis_verification,openalex,coastal tourism maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,0,0,0,0,false,,,bound
Q_COASTAL_TOURISM_HYP_001,coastal_tourism,Coastal Tourism,O,OCEANIC,O,hypothesis_verification,scopus,coastal tourism maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,0,0,0,0,true,cdf8a9975ca4492eb1854916ea3921511c37ef14ff31e83dc4fe86a2d58d73fc,2026-07-25T23:04:43+00:00,bound
Q_COASTAL_TOURISM_HYP_001,coastal_tourism,Coastal Tourism,O,OCEANIC,O,hypothesis_verification,wos,coastal tourism maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,0,0,0,0,false,,,bound
Q_COASTAL_TOURISM_THY_001,coastal_tourism,Coastal Tourism,O,OCEANIC,O,theory_translation,crossref,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,150,146,146,146,true,25bc75924bc0ff863eee4151a358e9bd453ab5cd2a94906084d2bdc368c66c12,2026-07-25T23:04:43+00:00,bound
Q_COASTAL_TOURISM_THY_001,coastal_tourism,Coastal Tourism,O,OCEANIC,O,theory_translation,openalex,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,0,0,0,0,false,,,bound
Q_COASTAL_TOURISM_THY_001,coastal_tourism,Coastal Tourism,O,OCEANIC,O,theory_translation,scopus,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,0,0,0,0,true,e11ef8332fcdc3573e24da2c2b5fa27ce3c8d63a877452dfc5d184d4b30b8971,2026-07-25T23:04:43+00:00,bound
Q_COASTAL_TOURISM_THY_001,coastal_tourism,Coastal Tourism,O,OCEANIC,O,theory_translation,wos,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,0,0,0,0,false,,,bound
Q_COASTAL_TOURISM_VAL_001,coastal_tourism,Coastal Tourism,O,OCEANIC,O,validation_eqf_translation,crossref,coastal tourism EQF qualification framework micro-credential learning outcomes,150,0,0,0,true,a5a363bbce90c685f540a26fc1ec99ec25d025a431c0c2a7595df958602a35fc,2026-07-25T23:04:43+00:00,bound
Q_COASTAL_TOURISM_VAL_001,coastal_tourism,Coastal Tourism,O,OCEANIC,O,validation_eqf_translation,openalex,coastal tourism EQF qualification framework micro-credential learning outcomes,2,2,2,2,false,,,bound
Q_COASTAL_TOURISM_VAL_001,coastal_tourism,Coastal Tourism,O,OCEANIC,O,validation_eqf_translation,scopus,coastal tourism EQF qualification framework micro-credential learning outcomes,0,0,0,0,true,23bcf35e54fda6f6dfffb7e3e4e3c8fd80128a69025853f427789a554db4aa70,2026-07-25T23:04:43+00:00,bound
Q_COASTAL_TOURISM_VAL_001,coastal_tourism,Coastal Tourism,O,OCEANIC,O,validation_eqf_translation,wos,coastal tourism EQF qualification framework micro-credential learning outcomes,0,0,0,0,false,,,bound
Q_DESALINATION_COMP_001,desalination,Desalination,H,HYDRONIZATION,H,competence_demand,crossref,desalination workforce skills competences training professional development,150,0,0,0,true,f395901b0b5cde7f6727f5edbdd45871c733cbae040fe98714897e72c4ee1e20,2026-07-25T23:04:43+00:00,bound
Q_DESALINATION_COMP_001,desalination,Desalination,H,HYDRONIZATION,H,competence_demand,openalex,desalination workforce skills competences training professional development,150,150,142,150,false,,,bound
Q_DESALINATION_COMP_001,desalination,Desalination,H,HYDRONIZATION,H,competence_demand,scopus,desalination workforce skills competences training professional development,0,0,0,0,true,f4af15a314698c0627392fd9bdd883065c2595b36b82103781aeb57c83ba8f9d,2026-07-25T23:04:43+00:00,bound
Q_DESALINATION_COMP_001,desalination,Desalination,H,HYDRONIZATION,H,competence_demand,wos,desalination workforce skills competences training professional development,0,0,0,0,false,,,bound
Q_DESALINATION_COMP_002,desalination,Desalination,H,HYDRONIZATION,H,competence_demand,crossref,desalination operator education learning outcomes curriculum qualification,150,0,0,0,true,4218f32f568a44860f5f74244a0e7419adcaf6b194e22175ee4fda7897d29153,2026-07-25T23:04:43+00:00,bound
Q_DESALINATION_COMP_002,desalination,Desalination,H,HYDRONIZATION,H,competence_demand,openalex,desalination operator education learning outcomes curriculum qualification,17,17,17,17,false,,,bound
Q_DESALINATION_COMP_002,desalination,Desalination,H,HYDRONIZATION,H,competence_demand,scopus,desalination operator education learning outcomes curriculum qualification,0,0,0,0,true,518524773eba1c670477fcf3d61d342e717776c6a71af453e33e9740e17eba3b,2026-07-25T23:04:43+00:00,bound
Q_DESALINATION_COMP_002,desalination,Desalination,H,HYDRONIZATION,H,competence_demand,wos,desalination operator education learning outcomes curriculum qualification,0,0,0,0,false,,,bound
Q_DESALINATION_CORE_001,desalination,Desalination,H,HYDRONIZATION,H,core_sector,crossref,desalination brine management environmental impact governance,150,0,0,0,true,c9e7ccaf552319f6c5391abed6e3491609081d32e8152209ea55fb38743125a8,2026-07-25T23:04:43+00:00,bound
Q_DESALINATION_CORE_001,desalination,Desalination,H,HYDRONIZATION,H,core_sector,openalex,desalination brine management environmental impact governance,150,150,141,150,false,,,bound
Q_DESALINATION_CORE_001,desalination,Desalination,H,HYDRONIZATION,H,core_sector,scopus,desalination brine management environmental impact governance,4,4,4,4,true,148fb6f121699474e7be66c80730836bb45670aa77f07cd20ca46d268d2d8002,2026-07-25T23:04:43+00:00,bound
Q_DESALINATION_CORE_001,desalination,Desalination,H,HYDRONIZATION,H,core_sector,web of science (clarivate),desalination brine management environmental impact governance,4,2,4,0,false,,,bound
Q_DESALINATION_CORE_001,desalination,Desalination,H,HYDRONIZATION,H,core_sector,wos,desalination brine management environmental impact governance,4,4,0,4,false,,,bound
Q_DESALINATION_CORE_002,desalination,Desalination,H,HYDRONIZATION,H,core_sector,crossref,desalination water energy nexus sustainability,150,0,0,0,true,8c8b4d6edd79f00edda9e78c09dce4130715c8e22c52a40516868c15c328b0a5,2026-07-25T23:04:43+00:00,bound
Q_DESALINATION_CORE_002,desalination,Desalination,H,HYDRONIZATION,H,core_sector,openalex,desalination water energy nexus sustainability,150,150,147,150,false,,,bound
Q_DESALINATION_CORE_002,desalination,Desalination,H,HYDRONIZATION,H,core_sector,scopus,desalination water energy nexus sustainability,150,132,132,132,true,1aaae989dd1d71676401f1905c3051812f5d7841f7b255eeb56cee8741f5e3fe,2026-07-25T23:04:43+00:00,bound
Q_DESALINATION_CORE_002,desalination,Desalination,H,HYDRONIZATION,H,core_sector,web of science (clarivate),desalination water energy nexus sustainability,117,24,117,0,false,,,bound
Q_DESALINATION_CORE_002,desalination,Desalination,H,HYDRONIZATION,H,core_sector,wos,desalination water energy nexus sustainability,143,117,0,117,false,,,bound
Q_DESALINATION_CORE_003,desalination,Desalination,H,HYDRONIZATION,H,core_sector,crossref,desalination hydrosocial water justice governance,150,0,0,0,true,f52c375e01f73849960384706ab868a47ce887917846385cf002af32dff473f0,2026-07-25T23:04:43+00:00,bound
Q_DESALINATION_CORE_003,desalination,Desalination,H,HYDRONIZATION,H,core_sector,openalex,desalination hydrosocial water justice governance,129,129,119,129,false,,,bound
Q_DESALINATION_CORE_003,desalination,Desalination,H,HYDRONIZATION,H,core_sector,scopus,desalination hydrosocial water justice governance,0,0,0,0,true,3c5209a421b262d7b86bb348ab2a089448871e43337d4e2cc763a583a53aac35,2026-07-25T23:04:43+00:00,bound
Q_DESALINATION_CORE_003,desalination,Desalination,H,HYDRONIZATION,H,core_sector,wos,desalination hydrosocial water justice governance,0,0,0,0,false,,,bound
Q_DESALINATION_EMRG_001,desalination,Desalination,H,HYDRONIZATION,H,emerging_demand,crossref,desalination AI digital twin autonomous systems resilience,150,0,0,0,true,ba94971e5c109d9f1e6cccc7ff350c7ae24de9e4dd888d588d15f6f34762d5fe,2026-07-25T23:04:43+00:00,bound
Q_DESALINATION_EMRG_001,desalination,Desalination,H,HYDRONIZATION,H,emerging_demand,openalex,desalination AI digital twin autonomous systems resilience,150,150,143,150,false,,,bound
Q_DESALINATION_EMRG_001,desalination,Desalination,H,HYDRONIZATION,H,emerging_demand,scopus,desalination AI digital twin autonomous systems resilience,0,0,0,0,true,72396d7838a108d447e6b04af2a9330cbaeee0b8df9cd5672040d269b51f6eab,2026-07-25T23:04:43+00:00,bound
Q_DESALINATION_EMRG_001,desalination,Desalination,H,HYDRONIZATION,H,emerging_demand,wos,desalination AI digital twin autonomous systems resilience,0,0,0,0,false,,,bound
Q_DESALINATION_EMRG_002,desalination,Desalination,H,HYDRONIZATION,H,emerging_demand,crossref,desalination climate adaptation just transition hydrosocial safety,150,0,0,0,true,5198c1fedd5847538f07479911efc8bbaae178a6cdeedc69e90490d83b48c562,2026-07-25T23:04:43+00:00,bound
Q_DESALINATION_EMRG_002,desalination,Desalination,H,HYDRONIZATION,H,emerging_demand,openalex,desalination climate adaptation just transition hydrosocial safety,33,33,31,33,false,,,bound
Q_DESALINATION_EMRG_002,desalination,Desalination,H,HYDRONIZATION,H,emerging_demand,scopus,desalination climate adaptation just transition hydrosocial safety,0,0,0,0,true,080216373663ef048a08bfc819c882d8992d713c78f5228ad3d36943ab99b070,2026-07-25T23:04:43+00:00,bound
